MAGs	Habitat	Core	Dispensable	Unique
NMDC60064614	Acid	184	59	0
NMDC60064625	Acid	180	63	1
NMDC60064777	Acid	184	59	0
NMDC60065409	Acid	178	41	0
NMDC60065426	Acid	83	7	0
NMDC60065769	Acid	185	52	0
NMDC60065776	Acid	140	12	0
NMDC60065777	Acid	127	5	0
NMDC60065827	Acid	184	90	0
NMDC60079341	Acid	184	47	0
NMDC60082084	Acid	105	6	0
NMDC60082323	Acid	109	7	0
NMDC60082326	Acid	143	4	0
NMDC60082368	Acid	152	6	0
NMDC60082383	Acid	81	8	0
NMDC60082433	Acid	180	40	0
NMDC60082467	Acid	49	0	0
NMDC60082778	Acid	162	20	0
NMDC60082802	Acid	141	5	0
NMDC60082821	Acid	124	11	0
NMDC60082848	Acid	136	8	0
NMDC60082849	Acid	137	2	0
NMDC60082855	Acid	184	45	0
NMDC60082869	Acid	91	7	0
NMDC60082902	Acid	184	63	0
NMDC60082939	Acid	153	14	0
NMDC60083245	Acid	184	36	0
NMDC60083253	Acid	184	45	0
NMDC60083264	Acid	178	38	0
NMDC60083272	Acid	127	2	0
NMDC60083277	Acid	58	4	0
NMDC60083298	Acid	184	45	0
NMDC60083309	Acid	24	5	0
NMDC60083320	Acid	127	2	0
NMDC60083322	Acid	43	2	0
NMDC60083342	Acid	10	1	0
NMDC60084650	Acid	126	15	0
NMDC60084659	Acid	127	11	0
NMDC60084660	Acid	144	20	0
NMDC60084664	Acid	104	6	0
NMDC60092435	Acid	144	20	0
NMDC60092517	Acid	110	8	0
NMDC60092531	Acid	100	2	0
NMDC60092540	Acid	107	9	0
NMDC60092547	Acid	88	7	0
NMDC60092553	Acid	133	1	0
NMDC60095714	Acid	137	2	0
NMDC60095722	Acid	83	7	0
NMDC60095729	Acid	79	2	0
NMDC60095733	Acid	162	20	0
NMDC60095816	Acid	162	20	0
NMDC60098537	Acid	185	52	0
NMDC60098756	Acid	185	52	0
NMDC60098848	Acid	178	41	0
NMDC60098849	Acid	185	52	0
NMDC60099070	Acid	162	20	0
NMDC60099096	Acid	162	20	0
NMDC60099111	Acid	140	12	0
NMDC60099128	Acid	184	45	0
NMDC60099205	Acid	180	32	0
NMDC60099216	Acid	169	19	0
NMDC60099229	Acid	185	52	0
NMDC60099275	Acid	135	6	0
NMDC60099325	Acid	10	0	0
NMDC60099426	Acid	177	27	0
NMDC60099459	Acid	185	52	0
NMDC60099484	Acid	178	41	0
NMDC60099497	Acid	123	10	0
NMDC60099566	Acid	184	45	0
NMDC60099620	Acid	148	7	0
NMDC60099623	Acid	177	27	0
NMDC60099645	Acid	184	59	0
NMDC60099653	Acid	162	14	0
NMDC60099661	Acid	175	19	0
NMDC60099685	Acid	173	16	0
NMDC60099788	Acid	162	20	0
NMDC60099854	Acid	162	20	0
NMDC60100042	Acid	162	20	0
NMDC60100154	Acid	184	63	0
NMDC60100306	Acid	162	20	0
NMDC60100369	Acid	148	7	0
NMDC60100535	Acid	148	7	0
NMDC60100628	Acid	178	41	0
NMDC60100668	Acid	121	4	0
NMDC60100677	Acid	184	47	0
NMDC60100700	Acid	163	13	0
NMDC60100706	Acid	155	11	0
NMDC60100718	Acid	183	53	0
NMDC60100723	Acid	182	28	0
NMDC60100767	Acid	162	20	0
NMDC60100805	Acid	129	5	0
NMDC60100849	Acid	184	33	0
NMDC60100995	Acid	177	27	0
NMDC60100996	Acid	180	32	0
NMDC60101144	Acid	173	16	0
NMDC60101236	Acid	122	17	0
NMDC60101247	Acid	119	4	0
NMDC60101377	Acid	112	2	0
NMDC60101617	Acid	180	49	0
NMDC60101664	Acid	140	12	0
NMDC60101673	Acid	180	32	0
NMDC60101713	Acid	73	6	0
NMDC60101946	Acid	32	2	0
NMDC60102040	Acid	130	8	0
NMDC60102051	Acid	157	15	0
NMDC60102204	Acid	180	49	0
NMDC60102245	Acid	183	53	0
NMDC60102328	Acid	184	59	0
NMDC60102416	Acid	162	20	0
NMDC60102492	Acid	184	59	0
NMDC60102529	Acid	119	9	0
NMDC60102547	Acid	137	10	0
NMDC60102548	Acid	160	8	0
NMDC60102559	Acid	162	20	0
NMDC60102648	Acid	162	20	0
NMDC60102677	Acid	184	36	0
NMDC60102687	Acid	59	1	0
NMDC60102712	Acid	183	53	0
NMDC60102788	Acid	185	52	0
NMDC60102875	Acid	173	16	0
NMDC60102933	Acid	162	20	0
NMDC60102962	Acid	131	9	0
NMDC60103020	Acid	184	63	0
NMDC60103037	Acid	39	0	0
NMDC60103201	Acid	73	6	0
NMDC60103211	Acid	184	36	0
NMDC60103263	Acid	180	32	0
NMDC60103335	Acid	137	10	0
NMDC60103511	Acid	165	15	0
NMDC60103829	Acid	185	52	0
NMDC60104375	Acid	180	49	0
NMDC60104380	Acid	162	20	0
NMDC60104580	Acid	162	20	0
NMDC60104685	Acid	180	49	0
NMDC60104746	Acid	73	6	0
NMDC60104822	Acid	162	20	0
NMDC60104836	Acid	184	59	0
NMDC60104923	Acid	99	5	0
NMDC60104938	Acid	178	38	0
NMDC60104966	Acid	178	38	0
NMDC60105046	Acid	178	38	0
NMDC60105189	Acid	130	3	0
NMDC60105209	Acid	172	19	0
NMDC60105236	Acid	123	7	0
NMDC60105265	Acid	184	59	0
NMDC60105286	Acid	169	20	0
NMDC60105288	Acid	185	52	0
NMDC60105290	Acid	183	53	0
NMDC60105363	Acid	162	20	0
NMDC60105507	Acid	160	3	0
NMDC60105533	Acid	161	8	0
NMDC60105535	Acid	162	20	0
NMDC60105733	Acid	169	16	0
NMDC60105739	Acid	6	0	0
NMDC60105744	Acid	174	23	0
NMDC60105748	Acid	183	53	0
NMDC60105750	Acid	140	12	0
NMDC60105767	Acid	184	90	0
NMDC60105771	Acid	73	6	0
NMDC60105851	Acid	184	45	0
NMDC60105874	Acid	73	6	0
NMDC60106148	Acid	182	28	0
NMDC60106161	Acid	184	47	0
NMDC60106167	Acid	88	3	0
NMDC60106174	Acid	180	50	0
NMDC60106177	Acid	144	5	0
NMDC60106383	Acid	180	50	0
NMDC60106392	Acid	175	20	0
NMDC60106421	Acid	83	7	0
NMDC60106704	Acid	82	4	0
NMDC60106709	Acid	178	41	0
NMDC60106728	Acid	167	14	0
NMDC60106731	Acid	185	52	0
NMDC60106766	Acid	184	33	0
NMDC60106825	Acid	169	20	0
NMDC60106843	Acid	183	53	0
NMDC60107333	Acid	173	16	0
NMDC60119210	Acid	148	7	0
NMDC60119212	Acid	180	49	0
NMDC60119213	Acid	165	13	0
NMDC60119225	Acid	184	45	0
NMDC60119232	Acid	180	49	0
NMDC60119240	Acid	73	6	0
NMDC60119245	Acid	73	6	0
NMDC60119247	Acid	180	49	0
NMDC60119266	Acid	180	49	0
NMDC60119270	Acid	180	32	0
NMDC60119277	Acid	174	23	0
NMDC60122172	Acid	117	4	0
NMDC60123800	Acid	137	10	0
NMDC60123805	Acid	162	20	0
NMDC60123806	Acid	162	20	0
NMDC60064260	Cold	167	29	0
NMDC60064269	Cold	108	1	0
NMDC60064270	Cold	161	25	0
NMDC60064273	Cold	94	5	0
NMDC60064279	Cold	177	74	0
NMDC60064288	Cold	178	92	0
NMDC60064290	Cold	176	48	0
NMDC60064322	Cold	176	54	0
NMDC60064343	Cold	156	16	0
NMDC60064345	Cold	177	50	0
NMDC60064351	Cold	160	16	0
NMDC60064352	Cold	134	12	0
NMDC60064373	Cold	165	19	0
NMDC60064394	Cold	163	22	0
NMDC60064405	Cold	178	92	0
NMDC60064411	Cold	171	52	0
NMDC60064414	Cold	153	15	0
NMDC60064434	Cold	159	19	0
NMDC60064458	Cold	157	16	0
NMDC60064459	Cold	177	46	0
NMDC60064462	Cold	172	48	0
NMDC60064560	Cold	141	7	0
NMDC60064614	Cold	177	77	0
NMDC60064625	Cold	178	87	3
NMDC60064714	Cold	62	1	0
NMDC60064715	Cold	91	4	0
NMDC60064723	Cold	19	0	0
NMDC60064748	Cold	134	11	0
NMDC60064764	Cold	177	46	0
NMDC60064777	Cold	177	77	0
NMDC60064781	Cold	157	10	0
NMDC60064787	Cold	104	13	0
NMDC60064815	Cold	178	58	0
NMDC60064825	Cold	175	53	0
NMDC60064849	Cold	176	54	0
NMDC60064852	Cold	165	24	0
NMDC60064853	Cold	99	3	0
NMDC60064856	Cold	151	13	0
NMDC60064871	Cold	74	4	0
NMDC60064908	Cold	177	57	0
NMDC60064909	Cold	136	9	0
NMDC60064919	Cold	175	53	0
NMDC60064921	Cold	140	23	0
NMDC60064925	Cold	114	5	0
NMDC60064933	Cold	175	53	0
NMDC60064935	Cold	176	85	0
NMDC60064936	Cold	178	66	0
NMDC60064953	Cold	177	69	0
NMDC60064968	Cold	178	58	0
NMDC60065028	Cold	178	66	0
NMDC60065050	Cold	104	3	0
NMDC60065358	Cold	126	3	0
NMDC60065525	Cold	178	58	0
NMDC60065530	Cold	5	1	0
NMDC60065769	Cold	177	63	0
NMDC60065776	Cold	155	17	0
NMDC60065777	Cold	45	5	0
NMDC60065805	Cold	167	50	0
NMDC60065827	Cold	178	107	0
NMDC60065854	Cold	132	6	0
NMDC60065856	Cold	176	85	0
NMDC60065929	Cold	155	12	0
NMDC60067126	Cold	160	21	0
NMDC60067155	Cold	91	4	0
NMDC60067177	Cold	160	21	0
NMDC60067180	Cold	99	3	0
NMDC60067187	Cold	155	12	0
NMDC60067188	Cold	160	21	0
NMDC60067195	Cold	172	33	0
NMDC60067258	Cold	177	63	0
NMDC60067276	Cold	177	46	0
NMDC60067424	Cold	178	66	0
NMDC60067442	Cold	166	22	0
NMDC60067818	Cold	170	25	0
NMDC60067826	Cold	178	107	0
NMDC60067837	Cold	173	41	0
NMDC60067841	Cold	167	33	0
NMDC60067847	Cold	176	85	0
NMDC60067853	Cold	176	85	0
NMDC60067862	Cold	178	92	0
NMDC60067864	Cold	170	25	0
NMDC60067871	Cold	177	50	0
NMDC60067875	Cold	176	54	0
NMDC60067878	Cold	177	69	0
NMDC60067884	Cold	155	17	0
NMDC60067903	Cold	155	17	0
NMDC60067918	Cold	177	63	0
NMDC60067922	Cold	167	33	0
NMDC60067938	Cold	177	63	0
NMDC60067972	Cold	164	20	0
NMDC60067976	Cold	175	53	0
NMDC60067977	Cold	178	87	3
NMDC60067990	Cold	176	85	0
NMDC60068003	Cold	102	4	0
NMDC60068009	Cold	174	40	0
NMDC60068045	Cold	170	25	0
NMDC60068049	Cold	163	22	0
NMDC60068060	Cold	167	33	0
NMDC60068083	Cold	170	33	0
NMDC60068166	Cold	98	7	0
NMDC60068172	Cold	172	48	0
NMDC60068175	Cold	174	40	0
NMDC60068208	Cold	108	6	0
NMDC60068209	Cold	178	58	0
NMDC60068218	Cold	113	8	0
NMDC60068279	Cold	176	85	0
NMDC60068287	Cold	176	85	0
NMDC60068387	Cold	60	3	0
NMDC60068453	Cold	177	57	0
NMDC60068506	Cold	110	7	0
NMDC60068559	Cold	177	49	0
NMDC60068564	Cold	177	57	0
NMDC60068566	Cold	140	23	0
NMDC60068577	Cold	170	30	0
NMDC60068581	Cold	61	1	0
NMDC60068615	Cold	157	16	0
NMDC60068636	Cold	178	58	0
NMDC60068658	Cold	166	25	0
NMDC60068672	Cold	166	25	0
NMDC60068697	Cold	166	25	0
NMDC60068717	Cold	165	14	0
NMDC60068732	Cold	128	8	0
NMDC60068746	Cold	177	49	0
NMDC60068767	Cold	177	68	0
NMDC60068778	Cold	177	46	0
NMDC60068828	Cold	175	53	0
NMDC60068829	Cold	157	10	0
NMDC60068884	Cold	164	20	0
NMDC60068896	Cold	159	23	0
NMDC60068944	Cold	178	58	0
NMDC60068959	Cold	177	63	0
NMDC60068966	Cold	177	74	0
NMDC60069008	Cold	165	19	0
NMDC60069011	Cold	165	19	0
NMDC60069044	Cold	171	32	0
NMDC60069084	Cold	177	74	0
NMDC60069085	Cold	177	74	0
NMDC60069131	Cold	159	23	0
NMDC60069150	Cold	177	74	0
NMDC60069194	Cold	178	58	0
NMDC60069195	Cold	170	25	0
NMDC60069211	Cold	84	7	0
NMDC60069222	Cold	177	74	0
NMDC60069266	Cold	152	16	0
NMDC60069311	Cold	173	41	0
NMDC60069314	Cold	176	85	0
NMDC60069330	Cold	173	35	0
NMDC60069369	Cold	166	18	0
NMDC60069387	Cold	176	40	0
NMDC60069594	Cold	150	15	0
NMDC60069607	Cold	176	54	0
NMDC60069618	Cold	172	43	0
NMDC60069621	Cold	36	2	0
NMDC60069622	Cold	150	15	0
NMDC60069624	Cold	146	9	0
NMDC60069625	Cold	170	25	0
NMDC60069634	Cold	178	92	0
NMDC60069635	Cold	143	11	0
NMDC60069672	Cold	143	14	0
NMDC60069946	Cold	164	20	0
NMDC60070065	Cold	171	52	0
NMDC60070076	Cold	177	74	0
NMDC60070126	Cold	177	63	0
NMDC60070205	Cold	172	48	0
NMDC60070243	Cold	145	8	0
NMDC60070262	Cold	143	11	0
NMDC60070397	Cold	146	23	0
NMDC60070420	Cold	178	66	0
NMDC60070564	Cold	157	33	0
NMDC60070570	Cold	176	85	0
NMDC60070600	Cold	177	57	0
NMDC60070609	Cold	172	25	0
NMDC60070623	Cold	177	74	0
NMDC60070649	Cold	176	85	0
NMDC60070736	Cold	110	3	0
NMDC60070786	Cold	80	0	0
NMDC60070814	Cold	150	23	0
NMDC60070891	Cold	175	67	0
NMDC60070923	Cold	165	19	0
NMDC60070940	Cold	158	19	0
NMDC60070977	Cold	156	16	0
NMDC60070979	Cold	178	87	0
NMDC60070989	Cold	169	19	0
NMDC60070992	Cold	159	19	0
NMDC60071016	Cold	177	74	0
NMDC60071144	Cold	67	2	0
NMDC60071210	Cold	171	32	0
NMDC60071217	Cold	172	20	0
NMDC60071248	Cold	178	107	0
NMDC60071285	Cold	177	63	0
NMDC60071328	Cold	161	25	0
NMDC60071353	Cold	165	19	0
NMDC60071368	Cold	178	58	0
NMDC60071379	Cold	166	18	0
NMDC60071418	Cold	177	46	0
NMDC60071426	Cold	177	74	0
NMDC60071483	Cold	176	85	0
NMDC60071551	Cold	164	20	0
NMDC60071569	Cold	82	3	0
NMDC60071610	Cold	177	74	0
NMDC60071628	Cold	159	12	0
NMDC60071658	Cold	165	19	0
NMDC60071686	Cold	177	74	0
NMDC60071701	Cold	172	20	0
NMDC60071710	Cold	174	48	1
NMDC60071737	Cold	165	14	0
NMDC60071739	Cold	176	85	0
NMDC60071753	Cold	167	29	0
NMDC60071762	Cold	176	85	0
NMDC60071780	Cold	176	85	0
NMDC60071810	Cold	177	46	0
NMDC60071813	Cold	126	19	0
NMDC60071845	Cold	178	92	0
NMDC60071870	Cold	178	58	0
NMDC60071898	Cold	167	29	0
NMDC60072053	Cold	42	0	0
NMDC60072310	Cold	159	19	0
NMDC60072320	Cold	177	77	0
NMDC60072336	Cold	178	92	0
NMDC60072352	Cold	155	17	0
NMDC60072356	Cold	176	85	0
NMDC60072362	Cold	176	48	0
NMDC60072385	Cold	177	57	0
NMDC60072389	Cold	133	7	0
NMDC60072436	Cold	176	85	0
NMDC60072497	Cold	175	67	0
NMDC60072504	Cold	175	67	0
NMDC60072517	Cold	142	8	0
NMDC60072520	Cold	176	54	0
NMDC60072523	Cold	176	54	0
NMDC60072530	Cold	178	58	0
NMDC60072564	Cold	177	77	0
NMDC60072572	Cold	176	54	0
NMDC60072574	Cold	176	48	0
NMDC60072699	Cold	178	87	0
NMDC60072789	Cold	177	74	0
NMDC60072819	Cold	175	67	0
NMDC60072821	Cold	176	54	0
NMDC60072857	Cold	175	67	0
NMDC60072863	Cold	167	29	0
NMDC60072906	Cold	176	54	0
NMDC60072925	Cold	150	23	0
NMDC60072931	Cold	164	20	0
NMDC60072938	Cold	168	24	0
NMDC60072944	Cold	168	24	0
NMDC60073024	Cold	175	67	0
NMDC60073034	Cold	151	18	0
NMDC60073043	Cold	176	54	0
NMDC60073088	Cold	142	8	0
NMDC60073101	Cold	176	54	0
NMDC60073109	Cold	159	19	0
NMDC60073122	Cold	178	107	0
NMDC60073154	Cold	164	20	0
NMDC60073170	Cold	164	20	0
NMDC60073177	Cold	176	48	0
NMDC60073309	Cold	136	10	0
NMDC60073317	Cold	175	67	0
NMDC60073385	Cold	155	17	0
NMDC60073460	Cold	161	13	0
NMDC60073550	Cold	177	57	0
NMDC60073551	Cold	177	57	0
NMDC60073564	Cold	170	25	0
NMDC60073604	Cold	176	85	0
NMDC60073724	Cold	136	7	0
NMDC60073786	Cold	51	1	0
NMDC60074120	Cold	170	25	0
NMDC60074163	Cold	175	53	0
NMDC60074165	Cold	176	54	0
NMDC60074185	Cold	176	54	0
NMDC60074190	Cold	137	13	0
NMDC60074235	Cold	177	57	0
NMDC60074245	Cold	164	13	0
NMDC60074324	Cold	178	66	0
NMDC60074325	Cold	160	20	0
NMDC60074338	Cold	138	8	0
NMDC60074453	Cold	177	57	0
NMDC60074496	Cold	167	50	0
NMDC60074497	Cold	172	20	0
NMDC60074505	Cold	172	33	0
NMDC60074535	Cold	151	12	0
NMDC60074540	Cold	176	54	0
NMDC60074541	Cold	172	33	0
NMDC60074550	Cold	177	68	0
NMDC60074566	Cold	167	50	0
NMDC60074618	Cold	164	13	0
NMDC60074657	Cold	165	25	0
NMDC60074713	Cold	177	46	0
NMDC60074820	Cold	166	18	0
NMDC60074838	Cold	159	23	0
NMDC60074902	Cold	56	4	0
NMDC60074923	Cold	176	40	0
NMDC60074925	Cold	130	5	0
NMDC60074970	Cold	157	10	0
NMDC60074999	Cold	77	3	0
NMDC60075005	Cold	176	48	0
NMDC60075021	Cold	130	5	0
NMDC60075023	Cold	61	1	0
NMDC60075048	Cold	178	66	0
NMDC60075061	Cold	172	25	0
NMDC60075069	Cold	177	68	0
NMDC60075075	Cold	149	6	0
NMDC60075086	Cold	124	1	0
NMDC60075097	Cold	177	74	0
NMDC60075128	Cold	162	12	0
NMDC60075151	Cold	130	5	0
NMDC60075161	Cold	173	35	0
NMDC60075164	Cold	102	2	0
NMDC60075186	Cold	141	5	0
NMDC60075189	Cold	165	19	0
NMDC60075237	Cold	157	10	0
NMDC60075262	Cold	177	74	0
NMDC60075291	Cold	174	48	1
NMDC60075370	Cold	150	7	0
NMDC60075405	Cold	177	74	0
NMDC60075425	Cold	177	74	0
NMDC60075470	Cold	178	87	0
NMDC60075497	Cold	159	23	0
NMDC60075517	Cold	128	8	0
NMDC60075527	Cold	176	54	0
NMDC60075551	Cold	75	2	0
NMDC60075627	Cold	141	5	0
NMDC60075630	Cold	177	50	0
NMDC60075714	Cold	178	58	0
NMDC60075720	Cold	177	74	0
NMDC60075736	Cold	107	4	0
NMDC60075759	Cold	73	2	0
NMDC60075767	Cold	178	87	0
NMDC60075771	Cold	178	92	0
NMDC60075787	Cold	77	1	0
NMDC60075848	Cold	177	46	0
NMDC60075854	Cold	176	85	0
NMDC60075883	Cold	178	58	0
NMDC60075908	Cold	128	8	0
NMDC60075928	Cold	110	7	0
NMDC60075935	Cold	146	15	0
NMDC60075947	Cold	172	25	0
NMDC60075970	Cold	132	7	0
NMDC60075976	Cold	157	33	0
NMDC60076008	Cold	176	40	0
NMDC60076126	Cold	174	40	0
NMDC60076156	Cold	125	5	0
NMDC60076191	Cold	155	17	0
NMDC60076238	Cold	122	3	0
NMDC60076277	Cold	176	54	0
NMDC60076308	Cold	155	26	0
NMDC60076328	Cold	121	11	0
NMDC60076329	Cold	176	85	0
NMDC60076335	Cold	177	57	0
NMDC60076336	Cold	118	16	0
NMDC60076338	Cold	155	17	0
NMDC60076345	Cold	175	53	0
NMDC60076390	Cold	177	77	0
NMDC60076439	Cold	175	53	0
NMDC60076472	Cold	83	5	0
NMDC60076479	Cold	106	3	0
NMDC60076484	Cold	176	85	0
NMDC60076488	Cold	176	54	0
NMDC60076493	Cold	178	87	3
NMDC60077591	Cold	119	3	0
NMDC60077634	Cold	178	58	0
NMDC60077641	Cold	177	69	0
NMDC60077662	Cold	165	19	0
NMDC60077679	Cold	177	74	0
NMDC60077684	Cold	178	107	0
NMDC60077695	Cold	178	92	0
NMDC60077756	Cold	159	19	0
NMDC60077957	Cold	115	4	0
NMDC60077967	Cold	141	5	0
NMDC60078072	Cold	173	41	0
NMDC60079605	Cold	116	5	0
NMDC60079920	Cold	110	3	0
NMDC60080083	Cold	176	85	0
NMDC60081559	Cold	152	11	0
NMDC60081566	Cold	177	50	0
NMDC60081571	Cold	171	36	0
NMDC60081583	Cold	178	87	0
NMDC60081594	Cold	178	107	0
NMDC60081596	Cold	165	25	0
NMDC60081639	Cold	25	0	0
NMDC60081645	Cold	22	0	0
NMDC60081650	Cold	145	14	0
NMDC60081655	Cold	171	36	0
NMDC60081660	Cold	176	85	0
NMDC60083872	Cold	175	67	0
NMDC60084018	Cold	82	5	0
NMDC60084037	Cold	150	15	0
NMDC60084062	Cold	178	87	0
NMDC60084190	Cold	122	3	0
NMDC60084319	Cold	167	33	0
NMDC60084362	Cold	175	67	0
NMDC60084482	Cold	119	3	0
NMDC60086154	Cold	176	54	0
NMDC60088647	Cold	131	6	0
NMDC60088652	Cold	177	49	0
NMDC60106193	Cold	178	107	0
NMDC60106883	Cold	176	40	0
NMDC60106886	Cold	101	6	0
NMDC60106892	Cold	93	1	0
NMDC60106900	Cold	176	54	0
NMDC60106902	Cold	176	40	0
NMDC60106969	Cold	111	2	0
NMDC60107051	Cold	173	41	0
NMDC60107057	Cold	81	5	0
NMDC60107063	Cold	150	23	0
NMDC60107120	Cold	156	24	0
NMDC60107360	Cold	38	1	0
NMDC60107529	Cold	176	85	0
NMDC60065053	Hot	132	25	0
NMDC60065201	Hot	122	20	0
NMDC60065210	Hot	144	37	0
NMDC60065228	Hot	14	3	0
NMDC60065409	Hot	154	71	0
NMDC60065426	Hot	122	20	0
NMDC60065447	Hot	41	2	0
NMDC60082084	Hot	97	15	0
NMDC60082112	Hot	128	19	0
NMDC60082150	Hot	127	17	0
NMDC60082177	Hot	138	25	0
NMDC60082247	Hot	128	21	0
NMDC60082248	Hot	121	24	0
NMDC60082251	Hot	154	71	0
NMDC60082323	Hot	112	21	0
NMDC60082368	Hot	135	23	0
NMDC60082383	Hot	105	18	0
NMDC60082433	Hot	154	71	0
NMDC60082467	Hot	43	6	0
NMDC60082555	Hot	127	17	0
NMDC60082590	Hot	97	15	0
NMDC60082607	Hot	111	15	0
NMDC60082802	Hot	130	16	0
NMDC60082821	Hot	115	20	0
NMDC60082849	Hot	122	18	0
NMDC60082855	Hot	154	58	0
NMDC60082869	Hot	85	13	0
NMDC60082902	Hot	155	91	0
NMDC60082939	Hot	144	37	0
NMDC60083245	Hot	155	66	0
NMDC60083253	Hot	154	58	0
NMDC60083264	Hot	152	54	0
NMDC60083272	Hot	121	24	0
NMDC60083277	Hot	60	12	0
NMDC60083309	Hot	117	20	0
NMDC60083322	Hot	117	18	0
NMDC60083342	Hot	66	5	0
NMDC60083726	Hot	141	18	0
NMDC60083728	Hot	150	39	0
NMDC60083732	Hot	133	25	0
NMDC60083736	Hot	129	17	0
NMDC60083740	Hot	105	18	0
NMDC60083746	Hot	94	4	0
NMDC60083750	Hot	141	18	0
NMDC60083760	Hot	117	17	0
NMDC60083775	Hot	123	21	0
NMDC60083778	Hot	129	24	0
NMDC60083804	Hot	112	21	0
NMDC60083806	Hot	81	7	0
NMDC60083807	Hot	133	25	0
NMDC60083812	Hot	135	23	0
NMDC60083827	Hot	133	25	0
NMDC60083833	Hot	129	24	0
NMDC60083836	Hot	123	21	0
NMDC60083850	Hot	122	15	0
NMDC60084650	Hot	119	23	0
NMDC60084659	Hot	123	15	0
NMDC60084660	Hot	132	37	0
NMDC60084664	Hot	96	14	0
NMDC60085033	Hot	114	12	0
NMDC60085262	Hot	134	13	0
NMDC60085854	Hot	104	7	0
NMDC60085879	Hot	130	18	0
NMDC60085897	Hot	108	12	0
NMDC60085904	Hot	123	16	0
NMDC60085905	Hot	122	20	0
NMDC60085921	Hot	133	25	0
NMDC60089200	Hot	152	27	0
NMDC60089208	Hot	134	19	0
NMDC60089211	Hot	121	10	0
NMDC60089227	Hot	112	23	0
NMDC60090781	Hot	154	71	0
NMDC60090785	Hot	121	5	0
NMDC60090788	Hot	138	23	0
NMDC60090804	Hot	154	71	0
NMDC60090807	Hot	155	88	0
NMDC60090952	Hot	121	5	0
NMDC60090992	Hot	155	91	0
NMDC60091022	Hot	142	22	0
NMDC60091042	Hot	140	12	0
NMDC60091077	Hot	133	21	0
NMDC60091080	Hot	130	18	0
NMDC60091086	Hot	141	18	0
NMDC60091087	Hot	130	18	0
NMDC60091088	Hot	46	2	0
NMDC60091462	Hot	119	23	0
NMDC60091466	Hot	137	28	0
NMDC60091480	Hot	107	14	0
NMDC60091484	Hot	155	66	0
NMDC60091494	Hot	152	67	0
NMDC60091497	Hot	154	71	0
NMDC60091500	Hot	23	4	0
NMDC60091509	Hot	125	16	0
NMDC60091536	Hot	129	22	0
NMDC60091544	Hot	154	71	0
